"count","name","year"
18183,"LaSalle St & Jackson Blvd",2020
18173,"Financial Pl & Ida B Wells Dr",2016
18160,"Sangamon St & Washington Blvd",2017
18154,"Lincoln Ave & Roscoe St",2017
18139,"Michigan Ave & 14th St",2019
18104,"Hermitage Ave & Polk St",2015
18094,"Sheffield Ave & Willow St",2018
18092,"Larrabee St & Oak St",2017
18081,"Wolcott Ave & Polk St",2017
18074,"Dearborn St & Adams St",2021
18061,"Damen Ave & Cortland St",2016
18056,"Wabash Ave & 16th St",2016
18032,"Milwaukee Ave & Wabansia Ave",2017
18032,"Racine Ave & Wrightwood Ave",2015
18004,"Damen Ave & Chicago Ave",2020
17986,"Damen Ave & Cortland St",2019
17934,"California Ave & Milwaukee Ave",2019
17924,"Wolcott Ravenswood Ave & Montrose Ave",2015
17916,"Clark St & Newport St",2019
17870,"Wood St & Milwaukee Ave",2014
17848,"Ashland Ave & Lake St",2015
17847,"State St & 33rd St",2017
17839,"Wells St & Walton St",2021
17834,"Leavitt St & Armitage Ave",2015
17830,"California Ave & Milwaukee Ave",2016
17811,"State St & Harrison St",2014
17798,"Clark St & Chicago Ave",2014
17754,"Orleans St & Elm St",2015
17743,"Sheffield Ave & Willow St",2017
17733,"Racine Ave & Wrightwood Ave",2021
17694,"Wolcott Ave & Polk St",2019
17691,"Dayton St & North Ave",2014
17679,"Field Museum",2019
17678,"State St & Pearson St",2020
17658,"Kedzie Ave & Milwaukee Ave",2016
17649,"Lincoln Ave & Roscoe St",2019
17648,"Sheffield Ave & Willow St",2016
17642,"Sangamon St & Washington Blvd",2016
17593,"Calumet Ave & 18th St",2017
17587,"Marine Dr & Ainslie St",2020
17579,"Stockton Dr & Wrightwood Ave",2017
17572,"Sheridan Rd & Montrose Ave",2016
17571,"Wacker Dr & Washington St",2021
17549,"Marine Dr & Ainslie St",2021
17532,"Cannon Dr & Fullerton Ave",2014
17520,"Damen Ave & Cortland St",2018
17475,"Ogden Ave & Chicago Ave",2017
17470,"Halsted St & Roscoe St",2014
17470,"Southport Ave & Clybourn Ave",2019
17449,"Milwaukee Ave & Grand Ave",2016
17442,"Damen Ave & Cortland St",2020
17431,"Burling St & Diversey Pkwy",2014
17413,"Aberdeen St & Jackson Blvd",2020
17407,"DuSable Lake Shore Dr & Diversey Pkwy",2014
17406,"Lincoln Ave & Waveland Ave",2015
17399,"Lincoln Ave & Roscoe St",2018
17380,"Sheffield Ave & Wrightwood Ave",2016
17379,"Ellis Ave & 55th St",2019
17374,"Sangamon St & Washington Blvd",2019
17358,"Sheffield Ave & Wrightwood Ave",2019
17353,"Michigan Ave & 18th St",2014
17350,"Honore St & Division St",2020
17349,"Jefferson St & Monroe St",2021
17326,"Wilton Ave & Diversey Pkwy",2014
17319,"Broadway & Belmont Ave",2014
17311,"Elston Ave & Cortland St",2021
17300,"Sheridan Rd & Montrose Ave",2017
17279,"Broadway & Berwyn Ave",2021
17260,"Ashland Ave & Grace St",2015
17228,"Orleans St & Hubbard St",2019
17228,"Damen Ave & Charleston St",2015
17225,"Halsted St & Dickens Ave",2017
17185,"Ada St & Washington Blvd",2016
17179,"Cannon Dr & Fullerton Ave",2017
17177,"Western Ave & Winnebago Ave",2019
17171,"Lincoln Ave & Roscoe St",2020
17151,"Jefferson St & Monroe St",2019
17120,"Western Ave & Division St",2015
17117,"Michigan Ave & Pearson St",2013
17099,"Michigan Ave & 14th St",2016
17091,"Broadway & Waveland Ave",2017
17087,"State St & Van Buren St",2021
17074,"Larrabee St & Oak St",2019
17051,"Lincoln Ave & Diversey Pkwy",2016
17034,"Canal St & Madison St",2013
17034,"Halsted St & Polk St",2018
17034,"State St & 33rd St",2018
17024,"Ellis Ave & 58th St",2015
17010,"Calumet Ave & 18th St",2014
16993,"Clifton Ave & Armitage Ave",2017
16971,"Broadway & Waveland Ave",2014
16962,"Buckingham Fountain",2018
16953,"Calumet Ave & 18th St",2016
16931,"Kimbark Ave & 53rd St",2019
16922,"Sedgwick St & North Ave",2014
16882,"Clark St & Leland Ave",2015
16876,"Ashland Ave & Blackhawk St",2020
16869,"Clark St & Berwyn Ave",2020
16867,"Jefferson St & Monroe St",2018
16837,"Clinton St & Roosevelt Rd",2021
16824,"Racine Ave & Fullerton Ave",2020
16805,"Daley Center Plaza",2013
16797,"Canal St & Monroe St",2021
16788,"Kedzie Ave & Palmer Ct",2015
16762,"Sheffield Ave & Kingsbury St",2014
16755,"Clifton Ave & Armitage Ave",2016
16743,"Stetson Ave & South Water St",2020
16729,"Michigan Ave & Washington St",2013
16726,"900 W Harrison St",2021
16694,"Wabash Ave & Roosevelt Rd",2013
16678,"Wells St & Polk St",2016
16675,"LaSalle St & Washington St",2020
16643,"Kimbark Ave & 53rd St",2020
16594,"Burling St & Diversey Pkwy",2016
16593,"Aberdeen St & Monroe St",2014
16592,"Broadway & Argyle St",2015
16592,"State St & Harrison St",2018
16573,"Ogden Ave & Race Ave",2019
16571,"Desplaines St & Randolph St",2020
16539,"Southport Ave & Waveland Ave",2014
16502,"Noble St & Milwaukee Ave",2016
16501,"State St & Kinzie St",2013
16498,"Michigan Ave & Madison St",2020
16481,"Wells St & Polk St",2019
16478,"Field Museum",2018
16469,"Clinton St & Madison St",2013
16454,"Ashland Ave & Wrightwood Ave",2015
16454,"State St & Harrison St",2016
16442,"Ogden Ave & Chicago Ave",2018
16430,"Elizabeth May St & Fulton St",2016
16428,"Paulina St & Flournoy St",2015
16414,"Halsted St & Willow St",2020
16413,"Michigan Ave & Ida B Wells Dr",2019
16390,"Cornell Ave & Hyde Park Blvd",2015
16379,"Greenview Ave & Fullerton Ave",2020
16377,"Honore St & Division St",2019
16344,"Wells St & Polk St",2017
16318,"Ada St & Washington Blvd",2017
16308,"Wolcott Ave & Polk St",2016
16295,"Throop St & Taylor St",2018
16285,"Orleans St & Chestnut St NEXT Apts",2019
16276,"Ritchie Ct & Banks St",2019
16250,"Financial Pl & Ida B Wells Dr",2018
16227,"Wabash Ave & Adams St",2020
16226,"Ogden Ave & Chicago Ave",2016
16224,"Halsted St & Maxwell St",2021
16208,"Sheffield Ave & Webster Ave",2014
16142,"Ashland Ave & Wellington Ave",2015
16115,"Broadway & Sheridan Rd",2019
16109,"University Ave & 57th St",2016
16100,"Larrabee St & North Ave",2021
16079,"Calumet Ave & 18th St",2019
16078,"Cornell Ave & Hyde Park Blvd",2021
16066,"Milwaukee Ave & Wabansia Ave",2016
16062,"Loomis St & Jackson Blvd",2015
16032,"Michigan Ave & Ida B Wells Dr",2021
16030,"Wabash Ave & 16th St",2020
16017,"California Ave & Milwaukee Ave",2020
16003,"Canal St & Madison St",2020
15997,"Racine Ave & Randolph St",2018
15995,"Dayton St & North Ave",2020
15985,"Ashland Ave & Augusta Blvd",2021
15956,"Clarendon Ave & Gordon Ter",2017
15944,"Lake Park Ave & 56th St",2015
15943,"Clifton Ave & Armitage Ave",2019
15912,"Noble St & Milwaukee Ave",2017
15911,"Racine Ave & Belmont Ave",2016
15905,"Racine Ave & Fullerton Ave",2018
15879,"Ogden Ave & Chicago Ave",2020
15876,"Halsted St & Polk St",2019
15866,"Ellis Ave & 55th St",2015
15861,"Damen Ave & Thomas St Augusta Blvd",2021
15857,"Broadway & Wilson - Truman College Vaccination Site",2020
15849,"Racine Ave & Belmont Ave",2017
15846,"Albany Ave & Bloomingdale Ave",2015
15843,"Clifton Ave & Armitage Ave",2020
15839,"Orleans St & Chestnut St NEXT Apts",2018
15837,"Burling St & Diversey Pkwy",2018
15828,"Clark St & Winnemac Ave",2020
15825,"Clarendon Ave & Gordon Ter",2016
15823,"Ellis Ave & 55th St",2018
15803,"Calumet Ave & 18th St",2018
15800,"Broadway & Granville Ave",2021
15785,"Larrabee St & Division St",2016
15765,"Southport Ave & Clybourn Ave",2018
15762,"Greenview Ave & Diversey Pkwy",2015
15721,"Kimbark Ave & 53rd St",2018
15718,"Financial Pl & Ida B Wells Dr",2019
15708,"Lincoln Ave & Belmont Ave",2020
15699,"Wolcott Ave & Polk St",2020
15694,"Sangamon St & Washington Blvd",2018
15686,"Walsh Park",2021
15676,"Michigan Ave & Jackson Blvd",2020
15644,"State St & 33rd St",2015
15641,"Canal St & Taylor St",2019
15640,"Larrabee St & Armitage Ave",2020
15637,"Lincoln Ave & Diversey Pkwy",2017
15587,"Sheffield Ave & Wrightwood Ave",2017
15574,"Clinton St & Tilden St",2017
15563,"Damen Ave & Division St",2019
15560,"Wells St & Walton St",2016
15559,"Ellis Ave & 60th St",2018
15544,"Dearborn St & Van Buren St",2021
15533,"Field Museum",2021
15529,"Cannon Dr & Fullerton Ave",2021
15525,"Larrabee St & Oak St",2021
15518,"Clark St & Montrose Ave",2015
15498,"Larrabee St & North Ave",2015
15477,"Sheridan Rd & Montrose Ave",2019
15470,"Racine Ave & Congress Pkwy",2015
15451,"Clark St & Winnemac Ave",2019
15447,"Ada St & Washington Blvd",2018
15439,"Broadway & Wilson - Truman College Vaccination Site",2019
15437,"Ritchie Ct & Banks St",2017
15426,"Humboldt Blvd & Armitage Ave",2015
15403,"Broadway & Granville Ave",2020
15401,"Ada St & Washington Blvd",2019
15398,"Racine Ave & Fullerton Ave",2017
15380,"State St & Harrison St",2019
15360,"Ogden Ave & Race Ave",2020
15353,"LaSalle Dr & Huron St",2018
15326,"Dearborn St & Adams St",2013
15321,"Southport Ave & Wrightwood Ave",2016
15304,"Morgan St & Polk St",2014
15299,"Lincoln Ave & Diversey Pkwy",2019
15293,"Lincoln Ave & Fullerton Ave",2014
15292,"Larrabee St & Oak St",2016
15280,"Clark St & Bryn Mawr Ave",2021
15275,"Western Ave & Winnebago Ave",2017
15272,"Western Ave & Walton St",2015
15265,"Ellis Ave & 58th St",2021
15262,"Damen Ave & Thomas St Augusta Blvd",2017
15258,"Sheffield Ave & Wrightwood Ave",2018
15223,"Clarendon Ave & Gordon Ter",2019
15217,"Dearborn St & Monroe St",2013
15209,"Eckhart Park",2020
15206,"Southport Ave & Irving Park Rd",2021
15186,"State St & Harrison St",2017
15169,"Greenview Ave & Diversey Pkwy",2021
15160,"Lincoln Ave & Diversey Pkwy",2018
15159,"MLK Jr Dr & 29th St",2021
15128,"Western Ave & Winnebago Ave",2018
15110,"Shore Dr & 55th St",2018
15108,"Clinton St & Roosevelt Rd",2017
15094,"Honore St & Division St",2018
15089,"Fort Dearborn Dr & 31st St",2019
15088,"Racine Ave & Belmont Ave",2019
15084,"Wells St & Polk St",2018
15068,"Lakefront Trail & Wilson Ave",2020
15066,"Greenview Ave & Fullerton Ave",2019
15066,"MLK Jr Dr & 29th St",2019
15065,"Western Ave & Walton St",2021
15045,"University Ave & 57th St",2020
14992,"Morgan Ave & 14th Pl",2015
14992,"Morgan St & 18th St",2015
14987,"Orleans St & Chestnut St NEXT Apts",2020
14983,"Western Ave & Winnebago Ave",2016
14981,"May St & Taylor St",2019
14976,"Racine Ave & 18th St",2021
14972,"Winthrop Ave & Lawrence Ave",2015
14964,"Honore St & Division St",2016
14951,"Racine Ave & Fullerton Ave",2016
14947,"Halsted St & Maxwell St",2017
14944,"Ashland Ave & Grand Ave",2015
14936,"Canal St & Taylor St",2018
14919,"Clark St & Grace St",2019
14905,"Ashland Ave & Grace St",2021
14893,"Clark St & Winnemac Ave",2016
14885,"Larrabee St & Armitage Ave",2019
14883,"Woodlawn Ave & 55th St",2021
14877,"Ashland Ave & Wrightwood Ave",2021
14872,"Wood St & Chicago Ave",2021
14859,"Halsted St & Willow St",2019
14859,"Ritchie Ct & Banks St",2018
14850,"Stockton Dr & Wrightwood Ave",2014
14842,"Shore Dr & 55th St",2019
14835,"Michigan Ave & Ida B Wells Dr",2018
14821,"Kedzie Ave & Milwaukee Ave",2014
14818,"Clark St & Berwyn Ave",2018
14811,"Morgan St & Lake St",2014
14810,"Rush St & Hubbard St",2020
14771,"Sheridan Rd & Montrose Ave",2018
14759,"Halsted St & Polk St",2016
14756,"Clarendon Ave & Gordon Ter",2018
14754,"Damen Ave & Wellington Ave",2015
14738,"Honore St & Division St",2017
14722,"Wood St & Hubbard St",2015
14698,"Ashland Ave & Chicago Ave",2017
14698,"California Ave & Francis Pl Temp",2015
14682,"Noble St & Milwaukee Ave",2020
14681,"Ritchie Ct & Banks St",2016
14657,"Fort Dearborn Dr & 31st St",2018
14602,"Clark St & Leland Ave",2020
14595,"Clark St & Berwyn Ave",2019
14589,"Cannon Dr & Fullerton Ave",2020
14588,"Shore Dr & 55th St",2017
14582,"Halsted St & Wrightwood Ave",2014
14556,"Broadway & Berwyn Ave",2020
14550,"State St & 19th St",2015
14517,"Leavitt St & North Ave",2021
14517,"Paulina Ave & North Ave",2017
14501,"California Ave & Milwaukee Ave",2014
14495,"Broadway & Thorndale Ave",2021
14493,"Damen Ave & Thomas St Augusta Blvd",2016
14490,"Calumet Ave & 18th St",2020
14484,"State St & Pearson St",2014
14483,"Elston Ave & Cortland St",2020
14482,"Southport Ave & Belmont Ave",2020
14475,"Clark St & Grace St",2018
14459,"Sheffield Ave & Wrightwood Ave",2014
14447,"Michigan Ave & 14th St",2014
14441,"Cornell Ave & Hyde Park Blvd",2020
14437,"Damen Ave & Division St",2020
14424,"Throop St & Taylor St",2021
14416,"Ellis Ave & 60th St",2019
14416,"Elizabeth May St & Fulton St",2017
14379,"Financial Pl & Ida B Wells Dr",2021
14374,"Clinton St & Roosevelt Rd",2016
14368,"Lincoln Ave & Roscoe St",2014
14363,"Broadway & Sheridan Rd",2016
14351,"Racine Ave & Belmont Ave",2018
14334,"Museum of Science and Industry",2015
14325,"Eckhart Park",2018
14320,"Southport Ave & Wrightwood Ave",2020
14307,"Carpenter St & Huron St",2020
14301,"Clarendon Ave & Leland Ave",2021
14283,"Clark St & Randolph St",2013
14240,"Clinton St & Roosevelt Rd",2014
14233,"Fairbanks St & Superior St",2020
14227,"Canal St & Jackson Blvd",2017
14226,"Wells St & Polk St",2014
14209,"Clybourn Ave & Division St",2021
14198,"Clark St & Grace St",2014
14163,"Ogden Ave & Race Ave",2018
14160,"Clifton Ave & Armitage Ave",2018
14156,"Sheridan Rd & Buena Ave",2020
14152,"Racine Ave & Randolph St",2017
14118,"Paulina St & 18th St",2015
14101,"Wells St & Walton St",2014
14086,"Lincoln Ave & Belmont Ave",2018
14083,"Paulina Ave & North Ave",2020
14066,"Broadway & Granville Ave",2015
14030,"Wood St & Taylor St Temp",2021
13980,"Elizabeth May St & Fulton St",2018
13968,"Canal St & Harrison St",2015
13962,"Fairbanks St & Superior St",2019
13960,"Ravenswood Ave & Lawrence Ave",2014
13960,"Carpenter St & Huron St",2019
13942,"Paulina Ave & North Ave",2016
13941,"Delano Ct & Roosevelt Rd",2021
13939,"Lake Park Ave & 53rd St",2021
13932,"Southport Ave & Clybourn Ave",2016
13916,"Clinton St & Jackson Blvd",2016
13901,"Racine Ave & Randolph St",2016
13899,"Jefferson St & Monroe St",2020
13898,"Clark St & Berwyn Ave",2017
13884,"Ravenswood Ave & Berteau Ave",2015
13869,"Halsted St & Maxwell St",2019
13863,"McClurg Ct & Ohio St",2013
13855,"Fairbanks Ct & Grand Ave",2013
13846,"Canal St & Taylor St",2017
13836,"Wells St & Walton St",2017
13836,"Western Ave & Winnebago Ave",2020
13836,"Damen Ave & Division St",2018
13833,"Noble St & Milwaukee Ave",2014
13832,"Halsted St & Maxwell St",2016
13830,"Lincoln Ave & Diversey Pkwy",2014
13813,"Clark St & North Ave",2013
13810,"Clinton St & Tilden St",2016
13795,"Paulina Ave & North Ave",2019
13780,"Halsted St & Willow St",2016
13762,"Morgan St & Polk St",2020
13747,"Broadway & Ridge Ave",2021
13728,"Ashland Ave & Blackhawk St",2018
13726,"Loomis St & Jackson Blvd",2021
13719,"Aberdeen St & Monroe St",2020
13705,"Clinton St & Tilden St",2018
13690,"Logan Blvd & Elston Ave",2021
13682,"Noble St & Milwaukee Ave",2018
13680,"McCormick Place",2017
13659,"Sedgwick St & Huron St",2014
13648,"Damen Ave & Sunnyside Ave",2015
13632,"Wells St & Walton St",2019
13607,"May St & Taylor St",2020
13599,"Aberdeen St & Jackson Blvd",2014
13598,"Campbell Ave & North Ave",2015
13595,"Clinton St & Tilden St",2019
13575,"Clark St & Berwyn Ave",2016
13570,"Southport Ave & Clybourn Ave",2017
13566,"Emerald Ave & 31st St",2015
13565,"Larrabee St & Armitage Ave",2016
13560,"Shore Dr & 55th St",2016
13556,"Winthrop Ave & Lawrence Ave",2021
13553,"Kimbark Ave & 53rd St",2017
13541,"Greenview Ave & Fullerton Ave",2018
13536,"Paulina Ave & North Ave",2018
13495,"Damen Ave & Charleston St",2021
13487,"Broadway & Argyle St",2020
13484,"Racine Ave & 18th St",2015
13473,"Halsted St & Clybourn Ave",2014
13471,"Aberdeen St & Randolph St",2018
13433,"Lincoln Ave & Belmont Ave",2019
13422,"Clark St & 9th St AMLI",2021
13416,"Western Ave & Leland Ave",2021
13407,"Sheridan Rd & Montrose Ave",2014
13390,"Artesian Ave & Hubbard St",2015
13390,"State St & 33rd St",2019
13370,"Ashland Ave & Chicago Ave",2018
13345,"Wells St & Walton St",2020
13328,"Wood St & Taylor St Temp",2017
13327,"Southport Ave & Wrightwood Ave",2014
13312,"Southport Ave & Wrightwood Ave",2019
13287,"LaSalle St & Adams St",2018
13260,"May St & Taylor St",2016
13244,"Damen Ave & Thomas St Augusta Blvd",2014
13241,"Larrabee St & Armitage Ave",2017
13195,"LaSalle St & Adams St",2019
13192,"Sheffield Ave & Willow St",2014
13175,"State St & Randolph St",2013
13154,"Lake Park Ave & 56th St",2021
13143,"LaSalle St & Illinois St",2013
13142,"Ellis Ave & 60th St",2015
13137,"MLK Jr Dr & 29th St",2020
13137,"Ashland Ave & Grand Ave",2021
13133,"Larrabee St & Armitage Ave",2018
13132,"Seeley Ave & Roscoe St",2015
13125,"Racine Ave & Congress Pkwy",2018
13123,"Loomis St & Lexington St",2016
13122,"Halsted St & Maxwell St",2018
13118,"State St & Harrison St",2020
13104,"Halsted St & Roosevelt Rd",2019
13101,"Campbell Ave & North Ave",2021
13097,"Lincoln Ave & Belmont Ave",2017
13094,"Damen Ave & Thomas St Augusta Blvd",2018
13086,"Clybourn Ave & Division St",2018
13077,"Ogden Ave & Chicago Ave",2014
13064,"Ashland Ave & Blackhawk St",2019
13062,"Elizabeth May St & Fulton St",2014
13054,"Broadway & Thorndale Ave",2015
13047,"Clark St & Grace St",2017
13046,"Eckhart Park",2019
13030,"Clinton St & Roosevelt Rd",2020
13020,"Clifton Ave & Armitage Ave",2014
13014,"Wacker Dr & Washington St",2020
13013,"Clybourn Ave & Division St",2017
13013,"Racine Ave & Congress Pkwy",2017
13003,"Damen Ave & Cortland St",2014
12994,"Cannon Dr & Fullerton Ave",2019
12993,"Racine Ave & Belmont Ave",2014
12974,"Dearborn St & Van Buren St",2019
12970,"Sheridan Rd & Lawrence Ave",2021
12957,"Blue Island Ave & 18th St",2019
12946,"Noble St & Milwaukee Ave",2019
12915,"900 W Harrison St",2019
12899,"Michigan Ave & Ida B Wells Dr",2013
12899,"Ogden Ave & Race Ave",2016
12880,"Damen Ave & Melrose Ave",2015
12871,"Canal St & Jackson Blvd",2021
12868,"Lake Park Ave & 53rd St",2015
12868,"Ashland Ave & Chicago Ave",2016
12862,"Halsted St & Dickens Ave",2014
12844,"900 W Harrison St",2015
12835,"Ada St & Washington Blvd",2020
12819,"Dearborn St & Erie St",2013
12800,"Lincoln Ave & Belle Plaine Ave",2021
12795,"Larrabee St & Kingsbury St",2013
12789,"Halsted St & Willow St",2017
12779,"Clark St & Winnemac Ave",2017
12779,"Clinton St & Jackson Blvd",2020
12773,"Cannon Dr & Fullerton Ave",2013
12766,"Lake Park Ave & 47th St",2015
12725,"Cannon Dr & Fullerton Ave",2018
12724,"Ashland Ave & Chicago Ave",2020
12720,"Ogden Ave & Race Ave",2017
12708,"Throop St & Taylor St",2016
12693,"Ellis Ave & 53rd St",2021
12681,"Orleans St & Merchandise Mart Plaza",2013
12671,"Ashland Ave & Wellington Ave",2021
12656,"Ashland Ave & Blackhawk St",2017
12643,"Dearborn St & Adams St",2020
12641,"Aberdeen St & Randolph St",2020
12637,"Lincoln Ave & Belmont Ave",2016
12626,"Benson Ave & Church St",2021
12594,"Clark St & Winnemac Ave",2014
12573,"Eckhart Park",2017
12570,"Broadway & Sheridan Rd",2017
12561,"Clinton St & Roosevelt Rd",2018
12531,"Ellis Ave & 60th St",2020
12490,"Damen Ave & Thomas St Augusta Blvd",2019
12447,"Clark St & Armitage Ave",2013
12444,"Canal St & Adams St",2013
12441,"Sangamon St & Washington Blvd",2020
12419,"Clark St & Grace St",2016
12414,"Damen Ave & Thomas St Augusta Blvd",2020
12408,"Honore St & Division St",2014
12400,"Southport Ave & Wrightwood Ave",2017
12400,"Milwaukee Ave & Grand Ave",2014
12366,"Delano Ct & Roosevelt Rd",2019
12334,"Western Ave & Walton St",2019
12323,"Racine Ave & Congress Pkwy",2019
12320,"Elston Ave & Wabansia Ave",2015
12306,"Clinton St & Lake St",2013
12299,"Southport Ave & Clybourn Ave",2014
12297,"Hermitage Ave & Polk St",2017
12284,"Seeley Ave & Roscoe St",2021
12284,"State St & Van Buren St",2020
12270,"Broadway & Wilson - Truman College Vaccination Site",2018
12248,"Clark St & Montrose Ave",2021
12220,"Kimbark Ave & 53rd St",2016
12217,"Clybourn Ave & Division St",2019
12213,"Leavitt St & North Ave",2016
12205,"Larrabee St & Menomonee St",2021
12200,"Elizabeth May St & Fulton St",2019
12194,"Calumet Ave & 21st St",2015
12194,"Humboldt Blvd & Armitage Ave",2021
12187,"Broadway & Ridge Ave",2020
12179,"Delano Ct & Roosevelt Rd",2018
12179,"Southport Ave & Wrightwood Ave",2018
12176,"Hermitage Ave & Polk St",2018
12144,"Western Ave & Leland Ave",2018
12122,"Paulina St & Flournoy St",2020
12122,"McCormick Place",2016
12113,"Clinton St & Roosevelt Rd",2019
12099,"Halsted St & Willow St",2018
12067,"Blue Island Ave & 18th St",2021
12045,"Broadway & Berwyn Ave",2016
12038,"Sheffield Ave & Fullerton Ave",2013
12032,"900 W Harrison St",2017
12027,"Wood St & Taylor St Temp",2018
12021,"Western Ave & Walton St",2018
12018,"Damen Ave & Clybourn Ave",2015
12014,"Canal St & Taylor St",2021
11996,"Clark St & Bryn Mawr Ave",2015
11990,"Leavitt St & Armitage Ave",2021
11990,"Ellis Ave & 58th St",2018
11985,"Wentworth Ave & Cermak Rd",2017
11982,"Clarendon Ave & Leland Ave",2020
11947,"Lakefront Trail & Wilson Ave",2019
11942,"900 W Harrison St",2018
11933,"Clybourn Ave & Division St",2016
11930,"Wells St & Walton St",2018
11910,"Clark St & Elm St",2013
11903,"Broadway & Berwyn Ave",2017
11900,"MLK Jr Dr & 29th St",2015
11887,"Wabash Ave & Grand Ave",2013
11883,"Clark St & Winnemac Ave",2018
11881,"Paulina Ave & North Ave",2014
11879,"Eckhart Park",2016
11855,"Ashland Ave & Blackhawk St",2016
11854,"Orleans St & Hubbard St",2020
11825,"Carpenter St & Huron St",2016
11806,"State St & Van Buren St",2013
11772,"Ravenswood Ave & Irving Park Rd",2021
11735,"Sheridan Rd & Buena Ave",2016
11725,"Elizabeth May St & Fulton St",2021
11712,"Clarendon Ave & Junior Ter",2014
11698,"Damen Ave & Leland Ave",2021
11693,"Ada St & Washington Blvd",2014
11690,"Wood St & Augusta Blvd",2021
11684,"Southport Ave & Belmont Ave",2016
11680,"McCormick Place",2014
11667,"Greenview Ave & Fullerton Ave",2017
11666,"Wood St & Taylor St Temp",2019
11587,"Sedgwick St & Schiller St",2021
11580,"Southport Ave & Irving Park Rd",2016
11564,"Racine Ave & Randolph St",2019
11562,"Damen Ave & Pierce Ave",2013
11551,"Ashland Ave & Chicago Ave",2019
11551,"Western Ave & Walton St",2020
11540,"Clarendon Ave & Junior Ter",2016
11536,"Broadway & Sheridan Rd",2018
11532,"Larrabee St & Menomonee St",2017
11529,"Kingsbury St & Erie St",2013
11524,"Cornell Ave & Hyde Park Blvd",2019
11520,"Wells St & Huron St",2013
11516,"Broadway & Berwyn Ave",2018
11503,"Greenview Ave & Fullerton Ave",2016
11459,"Damen Ave & Grand Ave",2021
11437,"Ashland Ave & Augusta Blvd",2018
11432,"Ellis Ave & 58th St",2019
11429,"Paulina St & Flournoy St",2016
11416,"Desplaines St & Kinzie St",2013
11407,"Wentworth Ave & Cermak Rd",2016
11405,"Clybourn Ave & Division St",2020
11378,"McCormick Place",2018
11375,"LaSalle St & Adams St",2021
11375,"Clarendon Ave & Junior Ter",2017
11367,"Larrabee St & Oak St",2020
11331,"Western Ave & Leland Ave",2017
11326,"Western Ave & Division St",2021
11304,"Throop St & Taylor St",2014
11300,"Southport Ave & Belmont Ave",2019
11288,"Lincoln Ave & Sunnyside Ave",2021
11288,"Ogden Ave & Congress Pkwy",2015
11252,"Larrabee St & Menomonee St",2016
11250,"Woodlawn Ave & 55th St",2015
11244,"Sheridan Rd & Noyes St NU",2021
11202,"Damen Ave & Grand Ave",2016
11198,"Southport Ave & Irving Park Rd",2017
11194,"Carpenter St & Huron St",2018
11181,"Ashland Ave & Augusta Blvd",2017
11159,"Sangamon St & Washington Blvd",2014
11133,"Wabash Ave & 16th St",2014
11132,"Paulina St & Flournoy St",2019
11130,"Broadway & Thorndale Ave",2020
11095,"Broadway & Berwyn Ave",2019
11079,"Wood St & Taylor St Temp",2016
11067,"Clark St & Bryn Mawr Ave",2020
11061,"Ellis Ave & 55th St",2017
11036,"Emerald Ave & 31st St",2021
11035,"Halsted St & Polk St",2014
11024,"Western Ave & Leland Ave",2019
11020,"California Ave & Cortez St",2021
11015,"Museum of Science and Industry",2021
11008,"McCormick Place",2019
10998,"Southport Ave & Clark St",2015
10959,"Western Ave & Leland Ave",2016
10953,"Orleans St & Elm St",2021
10940,"Racine Ave & Randolph St",2021
10934,"Damen Ave & Grand Ave",2017
10930,"Carpenter St & Huron St",2017
10930,"Lincoln Ave & Waveland Ave",2021
10923,"Columbus Dr & Randolph St",2013
10907,"Clark St & Ida B Wells Dr",2021
10906,"Southport Ave & Irving Park Rd",2019
10906,"Sheridan Rd & Buena Ave",2017
10906,"Damen Ave & Clybourn Ave",2021
10896,"Lake Park Ave & 56th St",2019
10870,"Racine Ave & Fullerton Ave",2014
10858,"Broadway & Argyle St",2019
10821,"Clark St & Leland Ave",2019
10797,"Canal St & Taylor St",2016
10784,"Mies van der Rohe Way & Chicago Ave",2013
10784,"Ashland Ave & Lake St",2019
10778,"Damen Ave & Leland Ave",2019
10776,"Ashland Ave & Belle Plaine Ave",2015
10776,"Racine Ave & Wrightwood Ave",2020
10772,"Throop St & Taylor St",2019
10760,"Racine Ave & Wrightwood Ave",2017
10753,"Wolcott Ave & Polk St",2014
10743,"Southport Ave & Belmont Ave",2014
10743,"Damen Ave & Grand Ave",2018
10741,"Blue Island Ave & 18th St",2018
10741,"Racine Ave & Washington Blvd",2021
10736,"Lincoln Ave & Addison St",2015
10734,"Broadway & Berwyn Ave",2014
10728,"Southport Ave & Clybourn Ave",2020
10726,"Clarendon Ave & Junior Ter",2019
10721,"Racine Ave & Wrightwood Ave",2016
10720,"Racine Ave & Wrightwood Ave",2019
10708,"May St & Taylor St",2014
10700,"Halsted St & Polk St",2020
10700,"Lake Park Ave & 56th St",2020
10694,"Wabash Ave & Cermak Rd",2015
10692,"Leavitt St & North Ave",2017
10677,"Ravenswood Ave & Irving Park Rd",2017
10671,"Western Ave & Walton St",2017
10658,"Ogden Ave & Race Ave",2014
10639,"Damen Ave & Leland Ave",2018
10620,"Clinton St & Polk St",2015
10604,"Halsted St & 18th St",2015
10588,"Damen Ave & Madison St",2015
10562,"California Ave & Division St",2015
10556,"Damen Ave & Foster Ave",2015
10536,"Benson Ave & Church St",2019
